"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPO"
"62","GTLM","Giancarlo Fisichella","11","1:32.840","20:26.959","Green","Track","5.153","0.817","6.205","26.645","20.341","14.459","8.557","10.663","81.228"
"100","GTLM","John Edwards","12","1:24.451","20:30.668","Green","Track","1.730","0.491","3.928","25.459","19.350","14.360","8.352","10.781","135.160"
"10","P","Jordan Taylor","10","6:23.775","20:33.760","Green","Pit","1.616","0.463","3.769","24.244","18.257","13.690","9.159","312.577","143.334"
"70","P","Tom Long","12","1:20.711","20:38.854","Green","Track","1.593","0.459","3.763","24.696","18.887","13.596","7.711","10.006","144.583"
"66","GTLM","Dirk Muller","7","11:15.856","20:40.596","Green","Pit","1.727","0.492","4.005","25.596","19.788","14.831","10.597","598.820","134.885"
"911","GTLM","Patrick Pilet","14","1:26.184","20:41.833","Green","Track","1.744","0.495","4.047","25.963","19.890","14.708","8.699","10.638","134.068"
"912","GTLM","Frederic Makowiecki","14","1:26.138","20:43.268","Green","Track","1.741","0.495","3.984","25.493","20.594","14.574","8.554","10.703","134.068"
"5","P","Christian Fittipaldi","9","1:31.829","20:44.940","Green","Track","2.606","0.000","0.000","27.988","19.275","14.164","7.963","10.260","0.000"
"0","P","Katherine Legge","9","4:08.736","20:54.963","Green","Pit","1.558","0.450","3.782","25.578","19.487","14.710","11.137","172.034","147.475"
"4","GTLM","Oliver Gavin","11","1:24.738","20:59.249","Green","Track","1.750","0.505","3.970","25.622","19.549","14.278","8.418","10.646","131.413"
"31","P","Eric Curran","9","1:31.855","21:10.305","Green","Track","2.490","0.000","0.000","26.701","19.514","14.667","8.386","10.244","0.000"
"60","P","Oswaldo Negri","11","3:55.141","21:11.403","Green","Pit","1.613","0.464","3.780","24.708","18.635","13.755","9.510","162.676","143.025"
"55","P","Jonathan Bomarito","10","1:18.990","21:18.238","Green","Track","1.588","0.456","3.749","23.844","18.216","13.458","7.710","9.969","145.534"
"68","GTLM","Daniel Serra","12","1:36.164","21:28.725","Green","Track","2.441","0.000","0.000","28.313","20.516","15.216","8.804","10.703","0.000"
"90","P","Marc Goossens","12","1:29.816","21:33.077","Green","Track","5.146","0.870","6.322","25.652","19.328","14.124","8.053","10.321","76.280"
"25","GTLM","Bill Auberlen","13","1:24.521","21:36.145","Green","Track","1.731","0.490","3.939","25.442","19.412","14.384","8.367","10.756","135.436"
"62","GTLM","Giancarlo Fisichella","12","1:23.471","21:50.430","Green","Track","1.748","0.499","3.982","25.061","19.297","14.056","8.224","10.604","132.993"
"70","P","Tom Long","13","1:18.832","21:57.686","Green","Track","1.594","0.460","3.722","23.713","18.179","13.403","7.709","10.052","144.269"
"10","P","Jordan Taylor","11","1:27.503","22:01.263","Green","Track","5.117","0.833","5.645","25.179","18.846","13.730","7.924","10.229","79.668"
"5","P","Christian Fittipaldi","10","1:21.840","22:06.780","Green","Track","1.614","0.465","3.791","24.503","19.103","13.955","8.063","10.346","142.717"
"911","GTLM","Patrick Pilet","15","1:25.523","22:07.356","Green","Track","1.746","0.496","4.031","25.575","19.732","14.443","8.646","10.854","133.798"
"912","GTLM","Frederic Makowiecki","15","1:25.482","22:08.750","Green","Track","1.741","0.494","4.005","25.413","20.002","14.627","8.523","10.677","134.339"
"66","GTLM","Dirk Muller","8","1:35.129","22:15.725","Green","Track","2.402","0.000","0.000","29.065","20.439","14.674","8.609","10.683","0.000"
"0","P","Katherine Legge","10","1:35.598","22:30.561","Green","Track","2.492","0.000","0.000","26.972","20.022","15.157","8.589","10.199","0.000"
"31","P","Eric Curran","10","1:21.860","22:32.165","Green","Track","1.620","0.465","3.967","24.155","18.827","14.390","8.207","10.229","142.717"
"55","P","Jonathan Bomarito","11","1:19.024","22:37.262","Green","Track","1.593","0.457","3.731","23.752","18.455","13.440","7.576","10.020","145.216"
"60","P","Oswaldo Negri","12","1:38.298","22:49.701","Green","Track","2.486","0.000","0.000","29.504","20.770","15.556","9.095","10.507","0.000"
"90","P","Marc Goossens","13","1:21.220","22:54.297","Green","Track","1.622","0.466","3.836","24.524","18.655","13.828","7.957","10.332","142.411"
"68","GTLM","Daniel Serra","13","1:27.598","22:56.323","Green","Track","1.748","0.498","4.068","25.350","20.905","15.497","8.649","10.883","133.260"
"70","P","Tom Long","14","1:18.890","23:16.576","Green","Track","1.596","0.460","3.738","23.770","18.188","13.482","7.608","10.048","144.269"
"62","GTLM","Giancarlo Fisichella","13","1:27.957","23:18.387","Green","Track","1.749","0.500","3.902","27.547","19.522","14.210","9.764","10.763","132.727"
"10","P","Jordan Taylor","12","1:21.886","23:23.149","Green","Track","1.618","0.463","3.703","24.172","18.343","15.246","8.085","10.256","143.334"
"5","P","Christian Fittipaldi","11","1:21.564","23:28.344","Green","Track","1.623","0.468","3.783","24.176","19.182","14.140","7.916","10.276","141.803"
"911","GTLM","Patrick Pilet","16","1:25.317","23:32.673","Green","Track","1.744","0.495","4.005","25.593","19.790","14.506","8.589","10.595","134.068"
"912","GTLM","Frederic Makowiecki","16","1:25.696","23:34.446","Green","Track","1.738","0.494","4.001","25.386","19.701","15.112","8.550","10.714","134.339"
"3","GTLM","Jan Magnussen","13","3:53.102","23:37.950","Green","Pit","1.740","0.496","3.990","25.935","20.192","15.083","9.822","155.844","133.798"
"66","GTLM","Dirk Muller","9","1:24.071","23:39.796","Green","Track","1.740","0.497","4.051","25.350","19.376","14.142","8.445","10.470","133.528"
"31","P","Eric Curran","11","1:21.179","23:53.344","Green","Track","1.606","0.460","3.759","24.290","18.661","14.175","8.070","10.158","144.269"
"55","P","Jonathan Bomarito","12","1:18.139","23:55.401","Green","Track","1.599","0.459","3.715","23.602","17.938","13.244","7.547","10.035","144.583"
"60","P","Oswaldo Negri","13","1:23.907","24:13.608","Green","Track","1.617","0.466","4.155","25.696","19.157","14.517","8.054","10.245","142.411"
"90","P","Marc Goossens","14","1:20.783","24:15.080","Green","Track","1.628","0.468","3.762","24.446","18.475","13.765","7.921","10.318","141.803"
"68","GTLM","Daniel Serra","14","1:23.375","24:19.698","Green","Track","1.739","0.494","3.936","25.064","19.346","13.961","8.394","10.441","134.339"
"70","P","Tom Long","15","1:20.780","24:37.356","Green","Track","1.597","0.460","3.688","24.640","18.595","13.866","7.796","10.138","144.269"
"62","GTLM","Giancarlo Fisichella","14","1:23.734","24:42.121","Green","Track","1.744","0.499","3.917","25.150","19.635","14.041","8.182","10.566","132.993"
"10","P","Jordan Taylor","13","1:20.547","24:43.696","Green","Track","1.623","0.464","3.753","24.353","18.481","13.824","7.770","10.279","143.025"
"5","P","Christian Fittipaldi","12","1:20.361","24:48.705","Green","Track","1.624","0.467","3.778","24.243","18.422","13.701","7.842","10.284","142.106"
"0","P","Katherine Legge","11","2:23.408","24:53.969","Green","Pit","1.560","0.448","3.708","24.668","18.821","14.212","10.790","69.201","148.133"
"912","GTLM","Frederic Makowiecki","17","1:25.314","24:59.760","Green","Track","1.744","0.495","3.991","25.543","19.696","14.659","8.450","10.736","134.068"
"66","GTLM","Dirk Muller","10","1:23.928","25:03.724","Green","Track","1.743","0.498","3.981","25.265","19.360","14.163","8.374","10.544","133.260"
"31","P","Eric Curran","12","1:20.753","25:14.097","Green","Track","1.604","0.462","3.797","24.126","18.576","14.056","7.885","10.247","143.644"
"3","GTLM","Jan Magnussen","14","1:41.113","25:19.063","Green","Track","2.441","0.000","0.000","28.664","22.345","16.796","9.046","10.977","0.000"
"4","GTLM","Oliver Gavin","12","4:19.842","25:19.091","Green","Pit","1.749","0.504","4.023","26.327","19.785","14.615","10.279","182.560","131.674"
"25","GTLM","Bill Auberlen","14","3:49.775","25:25.920","Green","Pit","1.736","0.492","3.980","25.761","20.168","15.118","10.152","152.368","134.885"
"60","P","Oswaldo Negri","14","1:19.923","25:33.531","Green","Track","1.624","0.463","3.836","24.316","18.198","13.707","7.759","10.020","143.334"
"90","P","Marc Goossens","15","1:20.775","25:35.855","Green","Track","1.625","0.463","3.715","24.357","18.557","13.727","7.972","10.359","143.334"
"68","GTLM","Daniel Serra","15","1:22.981","25:42.679","Green","Track","1.739","0.493","3.992","25.000","19.241","13.949","8.128","10.439","134.612"
"70","P","Tom Long","16","1:19.385","25:56.741","Green","Track","1.593","0.461","3.734","24.029","18.248","13.585","7.607","10.128","143.956"
"62","GTLM","Giancarlo Fisichella","15","1:23.464","26:05.585","Green","Track","1.739","0.497","3.925","25.120","19.340","14.065","8.216","10.562","133.528"
"10","P","Jordan Taylor","14","1:21.919","26:05.615","Green","Track","1.625","0.465","3.746","24.460","18.940","14.142","8.330","10.211","142.717"
"5","P","Christian Fittipaldi","13","1:20.388","26:09.093","Green","Track","1.624","0.467","3.775","24.195","18.513","13.711","7.866","10.237","142.106"
"911","GTLM","Patrick Pilet","17","2:42.744","26:15.417","Green","Pit","1.748","0.497","3.993","25.490","19.589","14.424","9.661","87.342","133.528"
"912","GTLM","Frederic Makowiecki","18","1:25.339","26:25.099","Green","Track","1.747","0.494","3.973","25.371","19.736","14.707","8.512","10.799","134.339"
"0","P","Katherine Legge","12","1:38.343","26:32.312","Green","Track","2.444","0.000","0.000","29.466","21.312","15.788","8.667","10.131","0.000"
"31","P","Eric Curran","13","1:20.509","26:34.606","Green","Track","1.607","0.461","3.747","24.026","18.515","14.023","7.960","10.170","143.956"
"3","GTLM","Jan Magnussen","15","1:27.546","26:46.609","Green","Track","1.751","0.499","4.222","26.314","20.201","15.002","8.714","10.843","132.993"
"67","GTLM","Ryan Briscoe","10","6:26.735","26:47.224","Green","Pit","1.745","0.497","4.060","25.691","19.809","14.315","10.844","309.774","133.528"
"4","GTLM","Oliver Gavin","13","1:31.600","26:50.691","Green","Track","2.402","0.000","0.000","26.316","20.100","14.509","8.397","10.794","0.000"
"60","P","Oswaldo Negri","15","1:19.393","26:52.924","Green","Track","1.607","0.464","3.867","23.930","18.165","13.503","7.690","10.167","143.025"
"25","GTLM","Bill Auberlen","15","1:38.297","27:04.217","Green","Track","5.146","0.855","6.045","30.821","20.857","15.162","8.642","10.769","77.618"
"68","GTLM","Daniel Serra","16","1:22.993","27:05.672","Green","Track","1.736","0.492","3.958","24.840","19.193","14.029","8.186","10.559","134.885"
"10","P","Jordan Taylor","15","1:20.763","27:26.378","Green","Track","1.606","0.460","3.761","24.448","18.622","13.776","7.825","10.265","144.269"
"62","GTLM","Giancarlo Fisichella","16","1:23.641","27:29.226","Green","Track","1.752","0.497","4.002","25.247","19.391","13.952","8.227","10.573","133.528"
"5","P","Christian Fittipaldi","14","1:24.339","27:33.432","Green","Track","1.615","0.463","3.735","24.363","18.533","13.726","11.451","10.453","143.334"
"911","GTLM","Patrick Pilet","18","1:34.787","27:50.204","Green","Track","2.425","3.500","6.251","26.987","20.993","15.038","8.860","10.733","18.961"
"912","GTLM","Frederic Makowiecki","19","1:25.866","27:50.965","Green","Track","1.748","0.495","3.991","25.627","19.826","14.772","8.633","10.774","134.068"
"0","P","Katherine Legge","13","1:21.885","27:54.197","Green","Track","1.563","0.453","3.814","25.075","18.735","14.092","8.099","10.054","146.498"
"31","P","Eric Curran","14","1:20.821","27:55.427","Green","Track","1.600","0.458","3.746","24.071","18.519","14.093","7.988","10.346","144.899"
"55","P","Jonathan Bomarito","13","4:07.431","28:02.832","Green","Pit","1.595","0.458","3.723","24.254","18.497","13.893","8.569","176.442","144.899"
"3","GTLM","Jan Magnussen","16","1:25.252","28:11.861","Green","Track","1.752","0.500","4.019","25.621","19.730","14.505","8.439","10.686","132.727"
"4","GTLM","Oliver Gavin","14","1:25.289","28:15.980","Green","Track","1.749","0.504","4.034","25.652","19.723","14.396","8.404","10.827","131.674"
"67","GTLM","Ryan Briscoe","11","1:34.244","28:21.468","Green","Track","2.397","0.000","0.000","27.788","20.425","14.590","8.522","10.716","0.000"
"66","GTLM","Dirk Muller","11","3:23.101","28:26.825","Green","Pit","1.731","0.495","4.006","26.035","19.866","14.357","10.364","126.247","134.068"
"60","P","Oswaldo Negri","16","1:34.156","28:27.080","Green","Track","1.610","0.462","4.151","30.084","25.297","13.950","8.358","10.244","143.644"
"25","GTLM","Bill Auberlen","16","1:25.287","28:29.504","Green","Track","1.743","0.494","4.002","25.545","19.721","14.610","8.470","10.702","134.339"
"68","GTLM","Daniel Serra","17","1:26.918","28:32.590","Green","Track","1.812","0.509","4.376","25.800","20.560","15.112","8.215","10.534","130.380"
"10","P","Jordan Taylor","16","1:20.491","28:46.869","Green","Track","1.625","0.465","3.758","24.359","18.614","13.634","7.793","10.243","142.717"
"5","P","Christian Fittipaldi","15","1:20.145","28:53.577","Green","Track","1.618","0.464","3.748","24.185","18.369","13.582","7.854","10.325","143.025"
"0","P","Katherine Legge","14","1:21.242","29:15.439","Green","Track","1.558","0.451","3.687","24.160","18.501","14.193","8.619","10.073","147.148"
"911","GTLM","Patrick Pilet","19","1:26.335","29:16.539","Green","Track","1.769","0.504","4.114","25.663","19.813","14.440","9.042","10.990","131.674"
"912","GTLM","Frederic Makowiecki","20","1:26.277","29:17.242","Green","Track","1.748","0.495","4.023","25.678","19.775","14.895","8.835","10.828","134.068"
"3","GTLM","Jan Magnussen","17","1:24.146","29:36.007","Green","Track","1.749","0.498","3.956","25.367","19.555","14.108","8.245","10.668","133.260"
"4","GTLM","Oliver Gavin","15","1:24.613","29:40.593","Green","Track","1.748","0.506","3.971","25.536","19.609","14.153","8.267","10.823","131.153"
"67","GTLM","Ryan Briscoe","12","1:24.562","29:46.030","Green","Track","1.744","0.497","4.031","25.659","19.555","14.147","8.341","10.588","133.528"
"60","P","Oswaldo Negri","17","1:19.453","29:46.533","Green","Track","1.604","0.460","3.810","24.126","18.127","13.495","7.653","10.178","144.269"
"25","GTLM","Bill Auberlen","17","1:24.581","29:54.085","Green","Track","1.727","0.490","3.932","25.472","19.729","14.342","8.256","10.633","135.436"
"68","GTLM","Daniel Serra","18","1:23.037","29:55.627","Green","Track","1.736","0.491","3.976","24.993","19.121","14.100","8.138","10.482","135.160"
"66","GTLM","Dirk Muller","12","1:38.051","30:04.876","Green","Track","2.412","0.000","0.000","28.644","21.119","15.428","8.767","10.722","0.000"
"10","P","Jordan Taylor","17","1:20.213","30:07.082","Green","Track","1.622","0.464","3.745","24.282","18.396","13.671","7.848","10.185","143.025"
"62","GTLM","Giancarlo Fisichella","17","2:41.493","30:10.719","Green","Pit","1.743","0.496","3.972","25.101","19.372","14.121","9.527","87.161","133.798"
"5","P","Christian Fittipaldi","16","1:19.797","30:13.374","Green","Track","1.624","0.467","3.742","24.137","18.295","13.517","7.726","10.289","142.106"
"0","P","Katherine Legge","15","1:19.811","30:35.250","Green","Track","1.566","0.453","3.657","24.152","18.281","13.749","8.006","9.947","146.498"
"911","GTLM","Patrick Pilet","20","1:25.273","30:41.812","Green","Track","1.748","0.496","4.010","25.514","19.842","14.512","8.639","10.512","133.798"
"912","GTLM","Frederic Makowiecki","21","1:27.653","30:44.895","Green","Track","1.738","0.495","4.039","25.742","21.072","15.211","8.541","10.815","134.068"
"70","P","Tom Long","17","5:01.222","30:57.963","Green","Pit","1.590","0.460","3.709","24.233","18.567","13.844","8.811","230.008","144.269"
"3","GTLM","Jan Magnussen","18","1:23.759","30:59.766","Green","Track","1.741","0.498","3.959","25.045","19.436","14.209","8.223","10.648","133.260"
"4","GTLM","Oliver Gavin","16","1:25.056","31:05.649","Green","Track","1.749","0.503","3.994","25.390","19.721","14.459","8.549","10.691","131.936"
"100","GTLM","John Edwards","13","10:36.383","31:07.051","Green","Pit","1.727","0.490","3.955","25.441","19.412","14.416","9.741","561.201","135.436"
"67","GTLM","Ryan Briscoe","13","1:24.501","31:10.531","Green","Track","1.752","0.500","4.111","25.488","19.502","14.137","8.369","10.642","132.727"
"90","P","Marc Goossens","16","5:37.684","31:13.539","Green","Pit","1.614","0.462","3.744","26.413","18.899","14.010","9.289","263.253","143.644"
"66","GTLM","Dirk Muller","13","1:27.333","31:32.209","Green","Track","1.739","0.497","4.172","25.844","21.138","14.715","8.597","10.631","133.528"
"25","GTLM","Bill Auberlen","18","1:46.462","31:40.547","Green","Track","1.729","0.490","3.933","25.209","19.373","14.363","8.259","33.106","135.436"
"62","GTLM","Toni Vilander","18","1:31.804","31:42.523","Green","Track","5.399","0.933","5.813","26.039","20.011","14.448","8.582","10.579","71.129"
"0","P","Katherine Legge","16","1:19.572","31:54.822","Green","Track","1.562","0.446","3.692","23.722","18.319","13.841","7.965","10.025","148.797"
"911","GTLM","Patrick Pilet","21","1:24.410","32:06.222","Green","Track","1.748","0.499","3.990","25.290","19.411","14.283","8.597","10.592","132.993"
"3","GTLM","Jan Magnussen","19","1:23.914","32:23.680","Green","Track","1.744","0.498","3.972","25.255","19.473","14.116","8.262","10.594","133.260"
"70","P","Tom Long","18","1:27.393","32:25.356","Green","Track","2.453","3.184","5.739","25.374","19.184","13.698","7.788","9.973","20.843"
"67","GTLM","Ryan Briscoe","14","1:24.459","32:34.990","Green","Track","1.750","0.498","3.993","25.503","19.559","14.143","8.341","10.672","133.260"
"100","GTLM","John Edwards","14","1:30.858","32:37.909","Green","Track","5.065","0.000","0.000","25.781","19.698","14.621","8.375","10.699","0.000"
"90","P","Marc Goossens","17","1:27.842","32:41.381","Green","Track","5.036","0.821","5.817","25.128","18.954","13.944","7.904","10.238","80.833"
"66","GTLM","Dirk Muller","14","1:24.041","32:56.250","Green","Track","1.733","0.495","4.113","25.390","19.364","14.123","8.392","10.431","134.068"
"68","GTLM","Daniel Serra","19","3:00.698","32:56.325","Green","Pit","1.731","0.493","3.966","24.995","19.248","13.930","9.500","106.835","134.612"
"62","GTLM","Toni Vilander","19","1:24.903","33:07.426","Green","Track","1.739","0.498","4.050","25.506","19.592","14.391","8.442","10.685","133.260"
"25","GTLM","Bill Auberlen","19","1:29.165","33:09.712","Green","Track","2.184","0.586","4.621","26.801","19.713","14.865","9.694","10.701","113.249"
"31","P","Eric Curran","15","5:19.577","33:15.004","Green","Pit","1.605","0.458","3.718","24.059","18.484","14.192","10.106","246.955","144.899"
"911","GTLM","Patrick Pilet","22","1:24.241","33:30.463","Green","Track","1.754","0.500","3.984","25.333","19.390","14.212","8.485","10.583","132.727"
"70","P","Tom Long","19","1:19.879","33:45.235","Green","Track","1.587","0.458","3.741","24.048","18.538","13.748","7.788","9.971","144.899"
"90","P","Marc Goossens","18","1:21.382","34:02.763","Green","Track","1.622","0.465","3.749","24.386","18.604","14.250","8.001","10.305","142.717"
"100","GTLM","John Edwards","15","1:26.191","34:04.100","Green","Track","1.742","0.494","3.985","25.864","19.707","14.988","8.518","10.893","134.339"
"66","GTLM","Dirk Muller","15","1:23.706","34:19.956","Green","Track","1.734","0.494","3.992","25.310","19.255","14.040","8.407","10.474","134.339"
"5","P","Christian Fittipaldi","17","4:07.394","34:20.768","Green","Pit","1.624","0.468","3.742","23.950","18.353","14.158","9.186","175.913","141.803"
"68","GTLM","Alessandro Pier Guidi","20","1:31.700","34:28.025","Green","Track","2.427","0.000","0.000","26.787","19.661","14.297","8.353","10.567","0.000"
"62","GTLM","Toni Vilander","20","1:24.058","34:31.484","Green","Track","1.747","0.500","3.952","25.380","19.498","14.081","8.250","10.650","132.727"
"25","GTLM","Bill Auberlen","20","1:24.505","34:34.217","Green","Track","1.726","0.489","3.943","25.570","19.472","14.290","8.341","10.674","135.713"
"31","P","Eric Curran","16","1:28.951","34:43.955","Green","Track","2.507","0.000","0.000","25.363","19.168","14.441","8.161","10.184","0.000"
"10","P","Jordan Taylor","18","4:44.182","34:51.264","Green","Pit","1.617","0.463","3.768","24.528","19.263","13.700","9.409","211.434","143.334"
"911","GTLM","Patrick Pilet","23","1:24.460","34:54.923","Green","Track","1.759","0.501","3.982","25.302","19.462","14.283","8.550","10.621","132.462"
"70","P","Tom Long","20","1:19.110","35:04.345","Green","Track","1.593","0.461","3.718","24.049","18.157","13.319","7.606","10.207","143.956"
"4","GTLM","Oliver Gavin","17","4:01.615","35:07.264","Green","Pit","1.743","0.498","4.047","25.884","20.109","14.959","9.995","164.380","133.260"
"60","P","Oswaldo Negri","18","5:31.884","35:18.417","Green","Pit","1.614","0.480","4.659","25.621","19.202","15.068","10.096","255.144","138.258"
"90","P","Marc Goossens","19","1:20.712","35:23.475","Green","Track","1.622","0.465","3.737","24.397","18.625","13.702","7.934","10.230","142.717"
"100","GTLM","John Edwards","16","1:24.558","35:28.658","Green","Track","1.743","0.493","3.959","25.469","19.427","14.436","8.342","10.689","134.612"
"66","GTLM","Dirk Muller","16","1:23.385","35:43.341","Green","Track","1.739","0.496","3.984","25.112","19.216","14.061","8.320","10.457","133.798"
"68","GTLM","Alessandro Pier Guidi","21","1:24.006","35:52.031","Green","Track","1.757","0.498","4.052","25.194","19.468","14.163","8.322","10.552","133.260"
"3","GTLM","Jan Magnussen","20","3:28.641","35:52.321","Green","Pit","1.744","0.496","3.972","25.121","20.132","14.220","9.435","133.521","133.798"
"5","P","Joao Barbosa","18","1:32.934","35:53.702","Green","Track","2.950","0.000","0.000","25.718","19.544","14.470","8.392","10.371","0.000"
"62","GTLM","Toni Vilander","21","1:24.077","35:55.561","Green","Track","1.747","0.498","4.011","25.374","19.421","14.044","8.310","10.672","133.260"
"25","GTLM","Bill Auberlen","21","1:24.335","35:58.552","Green","Track","1.723","0.489","3.913","25.460","19.417","14.243","8.226","10.864","135.713"
"31","P","Eric Curran","17","1:20.250","36:04.205","Green","Track","1.605","0.460","3.779","24.064","18.392","13.827","7.921","10.202","144.269"
"55","P","Jonathan Bomarito","14","8:11.209","36:14.041","Green","Pit","2.384","2.984","5.139","24.475","19.295","15.003","9.071","412.858","22.240"
"911","GTLM","Patrick Pilet","24","1:24.665","36:19.588","Green","Track","1.757","0.500","3.977","25.237","19.695","14.282","8.557","10.660","132.727"
"10","P","Jordan Taylor","19","1:28.337","36:19.601","Green","Track","5.058","0.819","5.428","24.653","19.160","14.263","8.666","10.290","81.030"
"70","P","Tom Long","21","1:20.079","36:24.424","Green","Track","1.598","0.459","3.682","24.249","18.283","13.834","7.834","10.140","144.583"
"0","P","Katherine Legge","17","4:33.883","36:28.705","Green","Pit","1.563","0.447","3.706","24.150","18.667","14.839","10.783","199.728","148.465"
"4","GTLM","Oliver Gavin","18","1:33.023","36:40.287","Green","Track","2.437","0.000","0.000","26.868","20.220","14.734","8.535","10.816","0.000"
"100","GTLM","John Edwards","17","1:24.444","36:53.102","Green","Track","1.733","0.492","3.957","25.306","19.404","14.453","8.338","10.761","134.885"
"60","P","John Pew","19","1:38.523","36:56.940","Green","Track","2.468","0.000","0.000","28.450","20.174","15.111","8.608","10.415","0.000"
"66","GTLM","Dirk Muller","17","1:23.338","37:06.679","Green","Track","1.734","0.496","4.020","25.222","19.167","13.930","8.245","10.524","133.798"
"68","GTLM","Alessandro Pier Guidi","22","1:23.588","37:15.619","Green","Track","1.761","0.499","3.953","25.073","19.298","14.019","8.238","10.747","132.993"
"5","P","Joao Barbosa","19","1:22.075","37:15.777","Green","Track","1.627","0.467","3.868","24.277","18.938","14.233","8.223","10.442","142.106"
"62","GTLM","Toni Vilander","22","1:23.736","37:19.297","Green","Track","1.750","0.499","3.947","25.266","19.507","13.933","8.200","10.634","132.993"
"67","GTLM","Ryan Briscoe","15","4:44.825","37:19.815","Green","Pit","1.745","0.496","3.997","25.417","19.416","14.611","9.959","209.184","133.798"
"31","P","Eric Curran","18","1:21.008","37:25.213","Green","Track","1.605","0.462","3.775","24.184","18.585","14.145","8.038","10.214","143.644"
"3","GTLM","Jan Magnussen","21","1:34.610","37:26.931","Green","Track","2.403","0.000","0.000","28.483","20.310","14.829","8.424","10.620","0.000"
"10","P","Jordan Taylor","20","1:21.221","37:40.822","Green","Track","1.620","0.465","3.803","24.353","18.377","14.360","7.862","10.381","142.717"
"911","GTLM","Patrick Pilet","25","1:24.926","37:44.514","Green","Track","1.765","0.499","4.066","25.417","19.544","14.358","8.613","10.664","132.993"
"55","P","Jonathan Bomarito","15","1:30.479","37:44.520","Green","Track","2.406","0.000","0.000","26.632","19.194","14.206","8.785","10.315","0.000"
"70","P","Tom Long","22","1:20.521","37:44.945","Green","Track","1.590","0.458","3.697","24.250","18.280","13.677","8.172","10.397","144.899"
"0","P","Katherine Legge","18","1:28.492","37:57.197","Green","Track","2.457","0.000","0.000","25.016","18.644","13.839","8.164","9.989","0.000"
"4","GTLM","Oliver Gavin","19","1:25.746","38:06.033","Green","Track","1.757","0.508","4.009","25.758","19.807","14.555","8.492","10.860","130.637"
"60","P","John Pew","20","1:24.191","38:21.131","Green","Track","1.616","0.465","3.981","25.334","19.132","14.629","8.495","10.539","142.717"
"5","P","Joao Barbosa","20","1:20.931","38:36.708","Green","Track","1.625","0.466","3.833","24.262","18.423","14.065","7.945","10.312","142.411"
"68","GTLM","Alessandro Pier Guidi","23","1:23.543","38:39.162","Green","Track","1.777","0.499","4.115","25.297","19.072","13.956","8.226","10.601","132.993"
"62","GTLM","Toni Vilander","23","1:23.877","38:43.174","Green","Track","1.747","0.498","4.010","25.314","19.407","14.014","8.282","10.605","133.260"
"3","GTLM","Jan Magnussen","22","1:23.799","38:50.730","Green","Track","1.741","0.497","3.982","25.200","19.316","14.164","8.195","10.704","133.528"
"67","GTLM","Richard Westbrook","16","1:38.065","38:57.880","Green","Track","2.412","0.000","0.000","29.145","21.581","15.252","8.765","10.693","0.000"
"10","P","Jordan Taylor","21","1:20.842","39:01.664","Green","Track","1.627","0.466","3.771","24.474","18.466","13.815","7.935","10.288","142.411"
"55","P","Jonathan Bomarito","16","1:19.031","39:03.551","Green","Track","1.586","0.458","3.832","23.951","18.304","13.195","7.603","10.102","144.899"
"70","P","Tom Long","23","1:20.595","39:05.540","Green","Track","1.578","0.456","3.771","24.613","18.587","13.631","7.832","10.127","145.534"
"911","GTLM","Patrick Pilet","26","1:25.124","39:09.638","Green","Track","1.761","0.499","4.108","25.680","19.706","14.303","8.459","10.608","132.993"
"0","P","Katherine Legge","19","1:19.955","39:17.152","Green","Track","1.561","0.447","3.646","24.126","18.289","13.822","7.894","10.170","148.465"
"25","GTLM","Bill Auberlen","22","3:23.789","39:22.341","Green","Pit","1.724","0.489","3.941","25.500","19.721","14.515","10.347","127.552","135.713"
